emp_no,first_name,last_name,title,from_date,to_date
13999,Florian,Crouzet,Senior Staff,2000-02-25,9999-01-01
13999,Florian,Crouzet,Staff,1995-02-25,2000-02-25
14011,Katsuo,Peris,Engineer,1999-12-10,9999-01-01
14012,Yishai,Hanratty,Senior Engineer,1993-04-16,9999-01-01
14015,Manibrata,Picaronny,Senior Engineer,1997-08-15,9999-01-01
14034,Aloys,Seghrouchni,Senior Staff,1991-08-26,9999-01-01
14034,Aloys,Seghrouchni,Staff,1985-08-26,1991-08-26
14051,Constantijn,Sullins,Senior Engineer,1995-10-19,9999-01-01
14058,Huai,Kobara,Engineer,1995-10-20,2000-10-19
14058,Huai,Kobara,Senior Engineer,2000-10-19,9999-01-01
14066,Gennadi,Marrakchi,Staff,1996-10-29,9999-01-01
14093,Atreye,Ritzmann,Technique Leader,1995-11-21,9999-01-01
14130,Yuuichi,Stroustrup,Staff,1997-02-17,9999-01-01
14172,Vasilis,Nitsch,Senior Staff,2000-06-05,9999-01-01
14172,Vasilis,Nitsch,Staff,1994-06-06,2000-06-05
14191,Jiann,Luby,Engineer,1987-01-16,1993-01-15
14191,Jiann,Luby,Senior Engineer,1993-01-15,9999-01-01
14200,Masali,Sankaranarayanan,Senior Staff,1997-11-10,9999-01-01
14220,Tomofumi,Pargas,Senior Engineer,1987-12-02,9999-01-01
14224,Guther,Conta,Staff,1986-01-30,1986-10-23
14236,Xuedong,Angiulli,Senior Staff,1988-11-07,9999-01-01
14252,Weiyi,Fargier,Staff,1997-07-29,9999-01-01
14256,Gino,Ferriere,Assistant Engineer,1994-05-31,1995-05-31
14257,Kwok,Massonet,Staff,1998-02-04,9999-01-01
14281,Hidekazu,Stavenow,Engineer,1993-03-18,1998-03-18
14281,Hidekazu,Stavenow,Senior Engineer,1998-03-18,9999-01-01
14322,Shem,Kakkad,Engineer,1999-11-19,9999-01-01
14323,Golgen,Leslie,Staff,1997-08-05,9999-01-01
14331,Susumu,Plessier,Engineer,1995-10-04,2000-10-03
14331,Susumu,Plessier,Senior Engineer,2000-10-03,9999-01-01
14342,Hairong,Iacovou,Engineer,1990-07-19,1995-07-19
14342,Hairong,Iacovou,Senior Engineer,1995-07-19,9999-01-01
14364,Remzi,Lund,Senior Staff,1993-06-01,9999-01-01
14370,Heon,Perl,Senior Staff,2002-03-01,9999-01-01
14370,Heon,Perl,Staff,1995-03-01,2002-03-01
14372,Saniya,Srimani,Engineer,1999-12-26,9999-01-01
14380,Shigeu,Heemskerk,Senior Staff,1994-01-29,1997-01-20
14380,Shigeu,Heemskerk,Staff,1988-01-30,1994-01-29
14388,Arch,Remmers,Senior Staff,1996-01-08,9999-01-01
14388,Arch,Remmers,Staff,1989-01-07,1996-01-08
14395,Berni,Brizzi,Engineer,1995-12-01,2000-12-09
14411,Hiroyasu,Validov,Technique Leader,1997-09-05,9999-01-01
14478,Munehiro,Boissier,Senior Staff,1992-06-28,9999-01-01
14481,Moti,Lammel,Engineer,1987-08-25,1993-08-24
14481,Moti,Lammel,Senior Engineer,1993-08-24,9999-01-01
14486,Indrajit,Birdsall,Engineer,1994-08-12,1999-08-12
14486,Indrajit,Birdsall,Senior Engineer,1999-08-12,9999-01-01
14501,Taizo,Kroft,Technique Leader,1991-11-20,9999-01-01
14515,Kazuhisa,Versino,Engineer,1991-02-19,1996-02-19
14515,Kazuhisa,Versino,Senior Engineer,1996-02-19,9999-01-01
14524,Nobuyoshi,Trogemann,Staff,1996-01-06,9999-01-01
14560,Elrique,Driscoll,Engineer,1985-05-21,1993-05-21
14560,Elrique,Driscoll,Senior Engineer,1993-05-21,9999-01-01
14600,Jayson,Cairo,Senior Staff,1988-10-24,9999-01-01
14611,Marsja,Coors,Staff,1997-05-10,9999-01-01
14640,Toshimori,Kornatzky,Engineer,1992-05-20,1998-05-20
14640,Toshimori,Kornatzky,Senior Engineer,1998-05-20,9999-01-01
14659,Sashi,Adachi,Engineer,1985-03-16,1990-03-16
14659,Sashi,Adachi,Senior Engineer,1990-03-16,9999-01-01
14668,Weicheng,Covnot,Engineer,1992-08-10,1997-08-10
14668,Weicheng,Covnot,Senior Engineer,1997-08-10,9999-01-01
14676,Bikash,Zedlitz,Senior Staff,1996-06-11,9999-01-01
14676,Bikash,Zedlitz,Staff,1991-06-12,1996-06-11
14692,Annemarie,Lamba,Engineer,1990-08-01,1996-07-31
14692,Annemarie,Lamba,Senior Engineer,1996-07-31,9999-01-01
14693,Brewster,Stranks,Senior Staff,1992-05-04,9999-01-01
14693,Brewster,Stranks,Staff,1986-05-05,1992-05-04
14732,Heejo,Ohori,Engineer,1992-03-25,1998-03-25
14732,Heejo,Ohori,Senior Engineer,1998-03-25,2001-02-25
14746,Uri,Baalen,Engineer,1995-07-28,2002-07-28
14746,Uri,Baalen,Senior Engineer,2002-07-28,9999-01-01
14752,Mariusz,Azuma,Senior Engineer,1997-05-15,9999-01-01
14759,Akeno,Valette,Senior Staff,1999-01-06,2001-11-11
14759,Akeno,Valette,Staff,1990-01-06,1999-01-06
14761,Yunming,Rettelbach,Senior Staff,1999-05-21,9999-01-01
14761,Yunming,Rettelbach,Staff,1993-05-21,1999-05-21
14763,Ayakannu,Hedayat,Senior Engineer,1994-06-09,9999-01-01
14780,Marlo,Bruckman,Senior Engineer,1986-09-19,9999-01-01
14791,Magy,Garrabrants,Assistant Engineer,1997-11-16,9999-01-01
14818,Wayne,Falco,Engineer,1990-11-26,1997-11-26
14818,Wayne,Falco,Senior Engineer,1997-11-26,9999-01-01
14837,Perry,Cappello,Senior Staff,2000-06-12,9999-01-01
14837,Perry,Cappello,Staff,1993-06-12,2000-06-12
14839,Changho,Cronin,Engineer,1990-04-24,1998-04-24
14839,Changho,Cronin,Senior Engineer,1998-04-24,9999-01-01
14853,Taiji,Nergos,Engineer,1988-03-07,1993-03-07
14853,Taiji,Nergos,Senior Engineer,1993-03-07,9999-01-01
14885,Mansur,Thisen,Technique Leader,1994-03-18,9999-01-01
14888,Temple,Barriga,Senior Staff,1986-12-09,9999-01-01
14908,Kerhong,Flanders,Engineer,1992-09-17,1997-09-17
14908,Kerhong,Flanders,Senior Engineer,1997-09-17,9999-01-01
14911,Xiaobin,Chelton,Engineer,1987-04-06,1994-04-06
14911,Xiaobin,Chelton,Senior Engineer,1994-04-06,9999-01-01
14915,Huican,Picco,Engineer,1994-07-03,9999-01-01
14925,Stabislas,Peternell,Engineer,1996-06-15,9999-01-01
14936,Yuqun,Demian,Engineer,1997-08-05,2001-03-04
14941,Nathan,Lichtner,Engineer,1988-12-22,1994-12-22
14941,Nathan,Lichtner,Senior Engineer,1994-12-22,9999-01-01
14949,Insup,Reinhart,Engineer,1987-10-08,1995-10-08
14949,Insup,Reinhart,Senior Engineer,1995-10-08,9999-01-01
14957,Turgut,Munke,Staff,2000-01-18,2001-12-18
14959,Kerryn,Hiyoshi,Technique Leader,1995-10-23,2001-07-14
14973,Fumitaka,Schaad,Staff,1995-12-01,9999-01-01
14982,Kaijung,Angelov,Engineer,1995-10-23,1997-05-28
14987,Tiina,Demeyer,Engineer,1998-07-30,2001-12-20
15004,Muneo,Esteva,Engineer,1997-07-24,9999-01-01
15025,Vincent,Lagarias,Senior Staff,1995-08-02,9999-01-01
15025,Vincent,Lagarias,Staff,1989-08-02,1995-08-02
15043,Christoph,Ventosa,Senior Staff,1994-03-17,9999-01-01
15069,Manton,Siksek,Technique Leader,1987-08-05,9999-01-01
15075,Radoslaw,Rijsenbrij,Engineer,1986-04-24,1992-04-23
15075,Radoslaw,Rijsenbrij,Senior Engineer,1992-04-23,9999-01-01
15089,Giri,Coney,Engineer,1987-05-14,1995-05-14
15089,Giri,Coney,Senior Engineer,1995-05-14,9999-01-01
15094,Seongbae,Bottner,Staff,1998-05-28,9999-01-01
15102,Luigi,Axelband,Engineer,1992-11-04,2000-11-04
15102,Luigi,Axelband,Senior Engineer,2000-11-04,9999-01-01
15134,Arun,Luiz,Senior Staff,1998-07-23,9999-01-01
15134,Arun,Luiz,Staff,1992-07-23,1998-07-23
15136,Eckart,Waeselynck,Staff,1996-11-16,9999-01-01
15216,Zhenhua,Wiegley,Senior Staff,1997-06-24,9999-01-01
15216,Zhenhua,Wiegley,Staff,1990-06-24,1997-06-24
15248,Edwin,Baar,Senior Staff,1997-03-22,9999-01-01
15248,Edwin,Baar,Staff,1990-03-22,1997-03-22
15252,Koichi,Skrikant,Technique Leader,1993-01-12,1996-10-14
15263,Sanjeeva,Loncour,Senior Staff,1999-01-09,9999-01-01
15263,Sanjeeva,Loncour,Staff,1992-01-09,1999-01-09
15274,Sadun,Alblas,Engineer,1993-01-30,1996-05-05
15365,Mikhail,Schiettecatte,Engineer,1986-08-11,1995-08-11
15365,Mikhail,Schiettecatte,Senior Engineer,1995-08-11,9999-01-01
15367,Mitsuyuki,Schoegge,Staff,1991-07-09,1992-10-21
15369,Premal,Penttonen,Staff,1999-08-20,9999-01-01
15374,Jiang,Hiroyama,Senior Staff,1996-01-06,9999-01-01
15382,Alassane,Siegrist,Senior Staff,1992-12-26,9999-01-01
15382,Alassane,Siegrist,Staff,1985-12-26,1992-12-26
15395,Monique,Jakobus,Senior Staff,1995-05-22,9999-01-01
15406,Sariel,Sooriamurthi,Senior Engineer,1996-08-04,9999-01-01
15422,Vesna,Wolniewicz,Senior Engineer,1994-01-08,9999-01-01
15439,Shuzo,Gide,Engineer,1999-10-31,2000-11-11
15470,Weiwu,Huhdanpaa,Engineer,1996-08-08,9999-01-01
15489,Ayonca,Maksimenko,Staff,1997-07-06,9999-01-01
15525,Masadi,Cherinka,Engineer,1993-04-27,2001-04-27
15525,Masadi,Cherinka,Senior Engineer,2001-04-27,9999-01-01
15560,Xiaoshan,Lakshmanan,Engineer,1991-01-30,1996-01-30
15560,Xiaoshan,Lakshmanan,Senior Engineer,1996-01-30,2001-02-17
15563,Constantino,Zykh,Senior Staff,1994-04-08,9999-01-01
15563,Constantino,Zykh,Staff,1987-04-08,1994-04-08
15582,Tuval,Alpay,Engineer,1998-11-24,9999-01-01
15603,Woody,Hooghiemstra,Engineer,1995-06-04,2000-06-03
15603,Woody,Hooghiemstra,Senior Engineer,2000-06-03,9999-01-01
15633,Mikhail,Matteis,Senior Staff,1997-06-06,1997-12-13
15637,Vincent,Barinka,Senior Staff,1998-07-09,9999-01-01
15637,Vincent,Barinka,Staff,1992-07-09,1998-07-09
15638,Basil,Perez,Senior Staff,2001-09-04,9999-01-01
15638,Basil,Perez,Staff,1992-09-04,2001-09-04
15650,Pascal,Bail,Senior Engineer,1997-11-16,9999-01-01
15656,Mohammad,Schaaf,Senior Staff,1996-05-25,9999-01-01
15656,Mohammad,Schaaf,Staff,1987-05-26,1996-05-25
15662,Shooichi,Danner,Staff,1999-09-04,9999-01-01
15664,Bangqing,Ertl,Assistant Engineer,1997-10-11,9999-01-01
15668,Zito,Juneja,Senior Engineer,1998-02-18,9999-01-01
15683,Shaunak,Hanratty,Engineer,1995-05-09,1996-04-21
15714,Troy,Bala,Assistant Engineer,1995-03-09,2001-03-08
15714,Troy,Bala,Engineer,2001-03-08,9999-01-01
15717,Yuchang,Rabehasaina,Senior Staff,2000-12-10,9999-01-01
15717,Yuchang,Rabehasaina,Staff,1992-12-10,2000-12-10
15723,Gill,Basagni,Staff,1990-10-21,1994-01-05
15733,Amalendu,Lipner,Senior Staff,1998-03-03,9999-01-01
15733,Amalendu,Lipner,Staff,1990-03-03,1998-03-03
15744,Udaiprakash,Solovay,Engineer,1991-01-19,1998-01-19
15744,Udaiprakash,Solovay,Senior Engineer,1998-01-19,9999-01-01
15750,Arumugam,Bresenham,Engineer,1993-11-13,2000-11-13
15750,Arumugam,Bresenham,Senior Engineer,2000-11-13,9999-01-01
15763,Barun,Narahari,Senior Staff,1998-08-03,9999-01-01
15763,Barun,Narahari,Staff,1993-08-03,1998-08-03
15770,Doowon,Ramsey,Engineer,1995-02-25,1998-05-23
15778,Arra,Haumacher,Senior Staff,1998-09-27,9999-01-01
15778,Arra,Haumacher,Staff,1989-09-27,1998-09-27
15788,Taegyun,Deyuan,Engineer,1990-03-13,1998-03-13
15788,Taegyun,Deyuan,Senior Engineer,1998-03-13,9999-01-01
15799,Manton,Gelosh,Senior Staff,1995-05-08,9999-01-01
15799,Manton,Gelosh,Staff,1988-05-07,1995-05-08
15812,Luise,Braunmuhl,Senior Staff,2000-05-11,9999-01-01
15812,Luise,Braunmuhl,Staff,1993-05-11,2000-05-11
15842,Miyeon,Weedon,Engineer,1991-03-16,1996-03-15
15842,Miyeon,Weedon,Senior Engineer,1996-03-15,2000-01-09
15847,Shawna,Gniady,Staff,1995-09-10,9999-01-01
15855,Xiaoqiu,Brookman,Senior Staff,1998-07-28,9999-01-01
15855,Xiaoqiu,Brookman,Staff,1991-07-28,1998-07-28
15861,Gio,Anido,Senior Staff,1995-12-20,9999-01-01
15861,Gio,Anido,Staff,1988-12-19,1995-12-20
15866,Angel,Seiwald,Engineer,1986-10-03,1991-10-03
15866,Angel,Seiwald,Senior Engineer,1991-10-03,9999-01-01
15876,Munehiro,Vakili,Assistant Engineer,1985-08-02,1992-08-02
15876,Munehiro,Vakili,Engineer,1992-08-02,1999-08-03
15876,Munehiro,Vakili,Senior Engineer,1999-08-03,9999-01-01
15905,DeForest,Petersohn,Engineer,1988-02-12,1993-02-11
15905,DeForest,Petersohn,Senior Engineer,1993-02-11,9999-01-01
15911,Shaibal,Viele,Engineer,1991-01-13,1998-01-13
15911,Shaibal,Viele,Senior Engineer,1998-01-13,9999-01-01
15918,Kotesh,Plesums,Senior Staff,1991-05-18,9999-01-01
15938,Garnik,Covnot,Senior Staff,1997-10-16,9999-01-01
15938,Garnik,Covnot,Staff,1988-10-16,1997-10-16
15939,Jiang,Lueh,Engineer,1999-12-22,2001-03-29
15941,Dekang,Nourani,Senior Engineer,1996-04-27,9999-01-01
15945,Hauke,Larfeldt,Engineer,1993-11-16,2000-11-16
15945,Hauke,Larfeldt,Senior Engineer,2000-11-16,9999-01-01
15993,Yoshimitsu,Peir,Senior Engineer,1988-11-19,9999-01-01
16000,Marek,Demos,Engineer,1996-05-05,2002-05-05
16000,Marek,Demos,Senior Engineer,2002-05-05,9999-01-01
16005,Udo,Sundgren,Senior Staff,1995-12-19,9999-01-01
16005,Udo,Sundgren,Staff,1990-12-19,1995-12-19
16025,Doowon,Luce,Engineer,1988-03-05,1994-03-05
16025,Doowon,Luce,Senior Engineer,1994-03-05,9999-01-01
16028,JiYoung,Takkinen,Engineer,1988-08-12,1995-08-13
16028,JiYoung,Takkinen,Senior Engineer,1995-08-13,9999-01-01
16052,Maria,Rodham,Engineer,1991-01-27,1997-01-26
16052,Maria,Rodham,Senior Engineer,1997-01-26,9999-01-01
16066,Marsha,Penn,Senior Staff,1993-09-16,9999-01-01
16066,Marsha,Penn,Staff,1985-09-16,1993-09-16
16068,Leandro,Zongker,Senior Staff,1992-12-17,9999-01-01
16068,Leandro,Zongker,Staff,1987-12-18,1992-12-17
16077,Kannan,Heemskerk,Assistant Engineer,1987-07-02,1994-07-02
16077,Kannan,Heemskerk,Engineer,1994-07-02,2001-07-02
16077,Kannan,Heemskerk,Senior Engineer,2001-07-02,9999-01-01
16093,Luise,Tramer,Engineer,1999-06-15,9999-01-01
16109,Mooi,Serna,Engineer,1993-08-29,2001-08-29
16109,Mooi,Serna,Senior Engineer,2001-08-29,9999-01-01
16134,Annemarie,Chaudhuri,Engineer,1990-03-12,1998-03-12
16134,Annemarie,Chaudhuri,Senior Engineer,1998-03-12,9999-01-01
16138,Leucio,Krzyzanowski,Senior Staff,1994-05-05,9999-01-01
16138,Leucio,Krzyzanowski,Staff,1988-05-05,1994-05-05
16149,Ennio,Luit,Senior Staff,1996-12-26,9999-01-01
16149,Ennio,Luit,Staff,1990-12-27,1996-12-26
16165,Shuzo,Cronau,Assistant Engineer,1998-07-31,9999-01-01
16175,Amabile,Baik,Staff,2000-01-26,9999-01-01
16201,Krassimir,Olano,Technique Leader,1987-08-13,9999-01-01
16215,Duri,Eiron,Senior Staff,1994-02-05,9999-01-01
16224,Honesty,Slobodova,Staff,1996-08-04,9999-01-01
16235,Otmar,Zockler,Engineer,1998-03-29,2001-11-28
16238,Takahiro,Kopetz,Staff,1995-09-01,9999-01-01
16242,Gonzalo,Pelz,Engineer,1990-12-18,1993-05-13
16257,Zhenhua,Masaki,Senior Staff,2002-01-09,9999-01-01
16257,Zhenhua,Masaki,Staff,1995-01-09,2002-01-09
16261,Tetsushi,Makrucki,Engineer,1991-03-27,1993-10-31
16266,Mikhail,Sethi,Senior Staff,1985-10-25,9999-01-01
16280,Henk,Peot,Senior Engineer,1993-05-03,2000-03-11
16311,Chinhyun,Baik,Engineer,1992-10-17,1997-02-25
16314,Kamakshi,Ravishankar,Engineer,1996-03-22,1999-11-12
16329,Yucel,Melter,Senior Engineer,1994-04-15,9999-01-01
16360,Sham,Jonsson,Senior Engineer,1995-10-10,1997-05-02
16377,Duri,Stanger,Engineer,1993-11-30,9999-01-01
16383,Lidong,Czap,Engineer,1986-09-24,1994-09-24
16383,Lidong,Czap,Senior Engineer,1994-09-24,9999-01-01
16384,Dmitry,Heuser,Senior Engineer,1996-12-27,9999-01-01
16388,Subhankar,Georgatos,Senior Staff,1996-01-30,9999-01-01
16447,Zhiguo,Savasere,Engineer,1992-04-18,1999-04-19
16447,Zhiguo,Savasere,Senior Engineer,1999-04-19,9999-01-01
16463,Fuqing,Denna,Senior Staff,2000-01-14,2002-02-03
16478,Bedir,Wroclawski,Senior Staff,1994-09-27,1998-09-11
16478,Bedir,Wroclawski,Staff,1988-09-27,1994-09-27
16484,Remko,Redmiles,Senior Staff,1998-04-07,9999-01-01
16484,Remko,Redmiles,Staff,1993-04-07,1998-04-07
16491,Emdad,Radwan,Senior Staff,2001-10-03,9999-01-01
16491,Emdad,Radwan,Staff,1995-10-04,2001-10-03
16499,Aran,Legleitner,Engineer,1997-08-06,9999-01-01
16526,Saeko,Coorg,Engineer,1997-10-25,9999-01-01
16529,Heon,Staudhammer,Staff,1992-05-17,1994-05-03
16537,Weidon,Seiwald,Senior Engineer,1991-08-03,9999-01-01
16551,Sadegh,Ranon,Senior Engineer,1986-08-21,9999-01-01
16580,Masaru,Valiente,Senior Engineer,1986-06-20,9999-01-01
16593,Tiina,Skafidas,Technique Leader,1999-11-22,2002-03-15
16636,Ulf,Luan,Engineer,1997-03-14,9999-01-01
16644,Saniya,Yoshimura,Engineer,1991-12-13,1997-12-12
16644,Saniya,Yoshimura,Senior Engineer,1997-12-12,9999-01-01
16658,Florian,Soicher,Senior Staff,1993-01-18,9999-01-01
16658,Florian,Soicher,Staff,1986-01-18,1993-01-18
16678,Gill,Lenart,Senior Engineer,1998-06-02,9999-01-01
16692,Maria,Perelgut,Engineer,1998-05-19,9999-01-01
16695,Chaosheng,Thiran,Staff,1998-09-22,9999-01-01
16698,Udaiprakash,Decleir,Engineer,1996-01-06,9999-01-01
16706,Gad,Krone,Engineer,1987-07-13,1995-07-13
16706,Gad,Krone,Senior Engineer,1995-07-13,1999-06-24
16716,Ramachenga,Zumaque,Assistant Engineer,1991-02-02,2000-02-02
16716,Ramachenga,Zumaque,Engineer,2000-02-02,9999-01-01
16759,Vojin,Masaki,Engineer,1987-01-10,1992-01-10
16759,Vojin,Masaki,Senior Engineer,1992-01-10,9999-01-01
16766,Vatsa,Brendel,Senior Engineer,1990-08-20,9999-01-01
16772,Baruch,Giveon,Senior Staff,1999-10-27,9999-01-01
16776,Gil,Azevdeo,Senior Staff,1991-12-05,9999-01-01
16806,Sreekrishna,Dayana,Senior Staff,1990-07-20,9999-01-01
16812,Ingemar,Erdmenger,Engineer,1990-01-17,1997-04-27
16858,Akeno,Gustavson,Senior Staff,1994-03-18,1995-08-09
16858,Akeno,Gustavson,Staff,1988-03-18,1994-03-18
16859,Chikara,Heping,Senior Staff,1999-02-28,9999-01-01
16868,Gou,Vandervoorde,Staff,1989-09-18,1997-06-22
16896,Taisook,Bazzichi,Senior Engineer,1992-12-12,9999-01-01
16921,Evgueni,Yeung,Senior Staff,1988-01-21,9999-01-01
16933,Lokesh,Pardalos,Staff,1997-08-30,9999-01-01
16934,Collette,Sanella,Engineer,1995-06-22,9999-01-01
16979,Xiaoqiu,Preusig,Engineer,1996-01-04,9999-01-01
16986,Hirochika,Gecseg,Senior Engineer,1993-05-09,9999-01-01
16988,Xiong,Peron,Senior Staff,1990-12-29,9999-01-01
16996,Shigenori,Millington,Staff,1996-02-05,2000-10-29
16999,Bezalel,Sadowsky,Senior Staff,2001-12-22,9999-01-01
16999,Bezalel,Sadowsky,Staff,1996-12-22,2001-12-22
17041,Nishit,Montemayor,Senior Staff,1993-01-18,9999-01-01
17041,Nishit,Montemayor,Staff,1987-01-19,1993-01-18
17063,Anoosh,Thiran,Senior Staff,1992-12-12,9999-01-01
17063,Anoosh,Thiran,Staff,1985-12-12,1992-12-12
17079,Boaz,Wrigley,Staff,1997-08-14,1999-09-06
17081,Weiru,Murtafg,Engineer,1985-12-28,1992-12-28
17081,Weiru,Murtafg,Senior Engineer,1992-12-28,9999-01-01
17085,Ramzi,Litvinov,Senior Engineer,1993-09-11,9999-01-01
17097,Cathie,Berztiss,Engineer,1985-03-19,1990-03-26
17120,Yifei,Polupanov,Senior Staff,1993-02-08,9999-01-01
17120,Yifei,Polupanov,Staff,1987-02-09,1993-02-08
17126,Matk,Schapire,Senior Staff,2000-02-20,9999-01-01
17126,Matk,Schapire,Staff,1994-02-20,2000-02-20
17140,Mabhin,Schwabacher,Assistant Engineer,1995-08-10,1998-06-15
17141,Ingmar,Kadhim,Senior Engineer,1996-03-03,9999-01-01
17159,Quingbo,Mitchem,Engineer,1987-10-22,1995-10-22
17159,Quingbo,Mitchem,Senior Engineer,1995-10-22,9999-01-01
17160,Shay,Montemayor,Senior Engineer,1988-02-22,9999-01-01
17172,Conrado,Riexinger,Engineer,1995-06-18,2002-06-18
17172,Conrado,Riexinger,Senior Engineer,2002-06-18,9999-01-01
17179,Kellyn,Angel,Engineer,1996-03-12,9999-01-01
17214,Danel,Angelov,Technique Leader,1991-08-18,9999-01-01
17243,Ishfaq,Demke,Staff,1996-03-16,9999-01-01
17245,Neven,Milicia,Staff,1995-01-12,9999-01-01
17266,Conrado,Velardi,Staff,1996-02-13,1996-05-25
17275,Shmuel,Danlos,Senior Staff,1992-08-30,1993-03-25
17275,Shmuel,Danlos,Staff,1985-08-30,1992-08-30
17276,Sorina,Range,Staff,1995-07-19,9999-01-01
17285,Mario,Weiland,Senior Staff,2001-03-26,9999-01-01
17285,Mario,Weiland,Staff,1995-03-27,2001-03-26
17316,Krassimir,Zolotykh,Engineer,1997-01-21,9999-01-01
17322,Candida,Fordan,Technique Leader,1985-05-15,1997-09-10
17327,Yongmin,Gihr,Senior Staff,1995-06-04,9999-01-01
17327,Yongmin,Gihr,Staff,1988-06-03,1995-06-04
17329,Shaunak,Tyugu,Senior Engineer,1998-07-21,9999-01-01
17334,Ayonca,Luby,Staff,1998-11-20,2000-11-07
17370,Mostafa,Michaeli,Staff,2000-01-12,2002-02-01
17391,Selwyn,Pews,Engineer,1992-07-03,1998-07-03
17391,Selwyn,Pews,Senior Engineer,1998-07-03,9999-01-01
17412,Leni,Vilarrasa,Staff,1999-12-27,9999-01-01
17423,Adly,Demir,Technique Leader,1997-09-03,9999-01-01
17428,Pantung,Keustermans,Staff,1994-06-23,1995-09-14
17440,Hugh,Rosch,Senior Staff,1999-07-07,9999-01-01
17440,Hugh,Rosch,Staff,1992-07-06,1999-07-07
17457,Chaoyi,Skrikant,Engineer,1991-01-03,1998-01-03
17457,Chaoyi,Skrikant,Senior Engineer,1998-01-03,9999-01-01
17463,Tremaine,Lamparter,Senior Staff,1998-10-29,9999-01-01
17463,Tremaine,Lamparter,Staff,1990-10-29,1998-10-29
17472,Murthy,Verhoeff,Senior Staff,1998-12-09,9999-01-01
17472,Murthy,Verhoeff,Staff,1990-12-09,1998-12-09
17482,Basant,Bottner,Staff,1995-03-28,9999-01-01
17497,Adin,Bahi,Engineer,1989-11-25,1995-11-25
17497,Adin,Bahi,Senior Engineer,1995-11-25,9999-01-01
17520,Shahab,Keohane,Engineer,1988-08-08,1997-08-08
17520,Shahab,Keohane,Senior Engineer,1997-08-08,9999-01-01
17544,Kien,Marletta,Engineer,1988-07-08,1995-07-09
17544,Kien,Marletta,Senior Engineer,1995-07-09,9999-01-01
17555,Pranay,Sessa,Senior Engineer,1993-03-14,9999-01-01
17558,Manibrata,Muhlberg,Staff,1993-02-10,1995-01-01
17562,Kristof,Iacovou,Engineer,1993-04-05,2001-04-05
17562,Kristof,Iacovou,Senior Engineer,2001-04-05,9999-01-01
17576,Behnaam,Krybus,Senior Engineer,1988-02-06,9999-01-01
17588,Siddarth,Schade,Staff,1992-10-25,1993-11-29
17593,Shigehito,Cherinka,Engineer,1991-09-13,1999-09-13
17593,Shigehito,Cherinka,Senior Engineer,1999-09-13,9999-01-01
17603,Shin,Ulupinar,Senior Staff,1998-08-11,2000-08-16
17603,Shin,Ulupinar,Staff,1990-08-11,1998-08-11
17629,Mostafa,Winter,Senior Staff,1987-11-22,9999-01-01
17647,Vasilis,Swab,Senior Staff,1995-08-04,9999-01-01
17647,Vasilis,Swab,Staff,1989-08-04,1995-08-04
17674,Adib,Braccini,Engineer,1986-03-19,1993-03-19
17674,Adib,Braccini,Senior Engineer,1993-03-19,9999-01-01
17681,Eran,Schauser,Senior Staff,1991-09-25,2000-02-29
17681,Eran,Schauser,Staff,1985-09-25,1991-09-25
17695,Kazuhiro,Chvatal,Staff,1987-06-25,1988-11-06
17696,Feiyu,Kusalik,Engineer,1988-12-04,1996-12-04
17696,Feiyu,Kusalik,Senior Engineer,1996-12-04,9999-01-01
17705,Toshimo,Mellouli,Technique Leader,1985-08-14,9999-01-01
17727,Bingning,Picaronny,Senior Staff,1994-06-30,2002-04-16
17727,Bingning,Picaronny,Staff,1987-06-30,1994-06-30
17735,Berni,Gerlach,Senior Staff,1996-02-11,1998-10-03
17735,Berni,Gerlach,Staff,1990-02-11,1996-02-11
17751,Mrinalini,Saoudi,Senior Engineer,1996-12-12,9999-01-01
17791,Matt,Stifter,Senior Staff,1988-01-30,9999-01-01
17796,Alejandro,Impagliazzo,Staff,1995-11-02,1997-06-26
17807,Jianhua,Glowinski,Engineer,1992-07-23,2000-07-23
17807,Jianhua,Glowinski,Senior Engineer,2000-07-23,9999-01-01
17816,Toshimo,Kenevan,Assistant Engineer,1986-10-06,1992-10-05
17816,Toshimo,Kenevan,Engineer,1992-10-05,1998-10-05
17816,Toshimo,Kenevan,Senior Engineer,1998-10-05,9999-01-01
17829,Przemyslawa,Whittlesey,Staff,1995-03-10,9999-01-01
17841,Hilary,Ramaiah,Senior Engineer,1988-06-07,9999-01-01
17900,Sakthirel,Belinskaya,Engineer,1986-03-03,1991-03-03
17900,Sakthirel,Belinskaya,Senior Engineer,1991-03-03,9999-01-01
17909,Ishfaq,Verspoor,Staff,1999-05-25,2001-09-04
17956,Ebru,Zobel,Engineer,1990-02-15,1995-02-15
17956,Ebru,Zobel,Senior Engineer,1995-02-15,9999-01-01
17964,Yongqiao,Pintelas,Technique Leader,1994-07-14,9999-01-01
17977,Ziyad,Kalafatis,Staff,1997-03-22,1998-12-18
17987,Atreyi,Monkewich,Staff,1992-12-12,1999-11-13
17995,Oldrich,Vickson,Senior Staff,1987-01-05,9999-01-01
18018,Sasan,Schrooten,Senior Staff,1992-12-10,9999-01-01
18018,Sasan,Schrooten,Staff,1985-12-10,1992-12-10
18020,Adhemar,Pelz,Senior Staff,1993-03-31,9999-01-01
18020,Adhemar,Pelz,Staff,1986-03-31,1993-03-31
18022,Maha,Esposito,Engineer,1993-10-17,2000-10-17
